,custAge,class,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded
4088,36.0,blue-collar,married,,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no
4089,44.0,self-employed,married,professional.course,no,yes,no,telephone,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,no
4090,53.0,retired,divorced,,no,no,yes,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no
4091,36.0,technician,single,professional.course,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,no
4092,36.0,admin.,married,,no,no,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,no
4093,30.0,blue-collar,single,,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no
4094,,management,single,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no
4095,38.0,technician,married,university.degree,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999.0,1,no
4096,,admin.,married,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no
4097,36.0,unemployed,married,university.degree,unknown,yes,no,cellular,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,999.0,1,no
4098,48.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no
4099,44.0,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no
4100,28.0,admin.,single,university.degree,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,yes
4101,43.0,management,married,,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no
4102,,blue-collar,single,basic.9y,no,no,no,cellular,jul,,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no
4103,32.0,self-employed,single,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no
4104,32.0,technician,single,professional.course,no,unknown,unknown,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,no
4105,27.0,admin.,married,,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,yes
4106,54.0,blue-collar,married,,unknown,yes,yes,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no
4107,39.0,admin.,married,,unknown,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no
4108,30.0,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no
4109,28.0,management,married,,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no
4110,39.0,technician,married,professional.course,no,no,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4111,,management,married,university.degree,no,no,no,telephone,may,tue,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4112,,management,married,unknown,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no
4113,30.0,technician,married,university.degree,no,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no
4114,,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,2,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,999.0,0,no
4115,43.0,technician,divorced,professional.course,unknown,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999.0,1,no
4116,,blue-collar,married,professional.course,no,no,no,cellular,may,thu,2,999,2,failure,-1.8,92.893,-46.2,1.327,5099.1,999.0,2,no
4117,48.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no
4118,40.0,self-employed,married,,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no
4119,53.0,management,married,university.degree,no,no,no,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no
4120,33.0,self-employed,single,university.degree,no,unknown,unknown,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no
4121,22.0,admin.,single,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,yes
4122,40.0,services,single,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no
4123,46.0,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no
4124,39.0,services,married,high.school,no,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no
4125,46.0,housemaid,married,basic.4y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4126,49.0,management,married,,unknown,yes,no,telephone,jul,mon,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4127,31.0,admin.,divorced,university.degree,no,no,yes,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no
4128,,management,married,university.degree,no,yes,yes,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,999.0,0,no
4129,28.0,student,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no
4130,27.0,blue-collar,single,high.school,no,yes,no,cellular,jun,mon,2,4,1,success,-2.9,92.963,-40.8,1.281,5076.2,0.133333333,3,yes
4131,31.0,admin.,single,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no
4132,31.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,no
4133,,unemployed,divorced,basic.4y,no,yes,no,cellular,jul,mon,6,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,999.0,0,yes
4134,48.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no
4135,48.0,technician,divorced,high.school,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,yes
4136,33.0,blue-collar,married,,no,no,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no
4137,31.0,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no
4138,,blue-collar,married,,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4139,31.0,management,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no
4140,42.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no
4141,44.0,technician,married,,no,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no
4142,,blue-collar,married,,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no
4143,55.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4144,59.0,blue-collar,divorced,,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no
4145,50.0,admin.,married,,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no
4146,52.0,blue-collar,married,,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no
4147,31.0,admin.,married,,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no
4148,58.0,management,married,university.degree,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4149,,services,married,high.school,no,yes,yes,cellular,sep,wed,3,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,999.0,0,yes
4150,41.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,999.0,0,no
4151,36.0,unemployed,single,high.school,no,yes,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,0.1,1,yes
4152,56.0,technician,married,,unknown,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4153,29.0,blue-collar,married,professional.course,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no
4154,45.0,unemployed,married,,no,no,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,999.0,0,no
4155,32.0,technician,married,,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no
4156,35.0,student,single,high.school,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4157,50.0,blue-collar,married,,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4158,31.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no
4159,51.0,blue-collar,divorced,,no,no,yes,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no
4160,56.0,retired,divorced,,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no
4161,,admin.,single,,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4162,43.0,admin.,divorced,,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no
4163,,unemployed,married,,unknown,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,no
4164,44.0,blue-collar,divorced,basic.6y,unknown,no,yes,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no
4165,31.0,technician,single,university.degree,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4166,39.0,admin.,single,,no,yes,yes,telephone,aug,fri,1,999,0,nonexistent,-1.7,94.027,-38.3,0.89,4991.6,999.0,0,no
4167,25.0,entrepreneur,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no
4168,,services,single,high.school,no,yes,no,telephone,may,fri,9,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no
4169,,technician,married,university.degree,no,yes,no,telephone,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,0.985,4963.6,999.0,2,no
4170,42.0,services,divorced,high.school,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,no
4171,29.0,admin.,single,,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no
4172,65.0,management,married,unknown,no,no,no,cellular,dec,wed,2,9,1,success,-3.0,92.713,-33.0,0.715,5023.5,0.3,4,yes
4173,31.0,blue-collar,single,basic.9y,no,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no
4174,45.0,services,married,high.school,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no
4175,37.0,technician,married,,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4176,,retired,divorced,basic.6y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,999.0,0,yes
4177,39.0,entrepreneur,married,high.school,no,no,no,cellular,apr,fri,1,999,2,failure,-1.8,93.075,-47.1,1.479,5099.1,999.0,2,no
4178,52.0,services,married,basic.6y,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no
4179,29.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no
4180,37.0,housemaid,married,,unknown,no,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no
4181,37.0,entrepreneur,married,university.degree,no,unknown,unknown,telephone,jun,thu,7,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no
4182,,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4183,40.0,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4184,,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no
4185,34.0,management,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no
4186,38.0,admin.,married,high.school,unknown,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4187,50.0,technician,married,high.school,no,yes,no,cellular,dec,mon,1,999,1,failure,-3.0,92.713,-33.0,0.717,5023.5,999.0,1,yes
4188,31.0,technician,single,professional.course,no,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no
4189,24.0,student,single,,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,no
4190,,technician,married,professional.course,no,yes,no,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,yes
4191,32.0,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,no
4192,48.0,blue-collar,married,,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4193,27.0,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no
4194,,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999.0,1,no
4195,,management,divorced,university.degree,no,yes,no,cellular,may,,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,no
4196,54.0,management,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no
4197,,admin.,divorced,university.degree,no,no,no,cellular,aug,,3,3,6,success,-1.7,94.027,-38.3,0.904,4991.6,0.1,12,yes
4198,,admin.,single,,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4199,32.0,admin.,single,,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no
4200,48.0,admin.,married,high.school,unknown,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no
4201,,admin.,single,university.degree,no,yes,no,cellular,jun,wed,3,999,1,failure,-2.9,92.963,-40.8,1.244,5076.2,999.0,2,no
4202,35.0,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999.0,0,no
4203,56.0,blue-collar,married,basic.4y,no,no,no,cellular,may,,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,no
4204,35.0,technician,married,professional.course,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no
4205,42.0,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4206,28.0,admin.,married,high.school,no,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no
4207,43.0,admin.,married,,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4208,,services,married,high.school,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no
4209,34.0,admin.,single,high.school,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999.0,0,yes
4210,39.0,admin.,married,,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no
4211,,admin.,married,,no,yes,yes,cellular,dec,mon,1,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,999.0,0,no
4212,50.0,services,single,high.school,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4213,33.0,services,married,,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999.0,2,no
4214,,housemaid,married,,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no
4215,28.0,blue-collar,single,high.school,no,yes,no,cellular,apr,,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,999.0,0,yes
4216,25.0,student,single,,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999.0,0,no
4217,46.0,self-employed,married,,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4218,36.0,management,married,basic.4y,no,no,no,cellular,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,999.0,0,no
4219,29.0,technician,married,,no,yes,no,telephone,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no
4220,43.0,unemployed,married,high.school,no,no,no,cellular,aug,thu,4,3,2,success,-2.9,92.201,-31.4,0.873,5076.2,0.1,8,no
4221,,services,married,high.school,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no
4222,45.0,technician,divorced,,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no
4223,32.0,admin.,single,university.degree,no,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no
4224,,technician,married,unknown,no,no,no,cellular,nov,tue,3,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,999.0,0,yes
4225,45.0,services,single,,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,no
4226,,admin.,single,high.school,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no
4227,,blue-collar,married,high.school,unknown,yes,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no
4228,,technician,single,,no,yes,yes,cellular,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,999.0,0,no
4229,28.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no
4230,48.0,unemployed,single,basic.9y,no,yes,no,cellular,apr,,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0.066666667,1,yes
4231,60.0,technician,divorced,professional.course,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no
4232,,services,married,high.school,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999.0,2,no
4233,47.0,services,married,high.school,no,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999.0,3,no
4234,39.0,admin.,married,university.degree,no,yes,no,cellular,may,mon,7,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no
4235,,unknown,married,unknown,no,no,no,telephone,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,999.0,0,yes
4236,,admin.,single,university.degree,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no
4237,38.0,technician,married,professional.course,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no
4238,,technician,married,university.degree,no,no,no,cellular,may,,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,yes
4239,,blue-collar,married,,no,yes,no,telephone,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4240,,admin.,married,,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,no
4241,36.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,40,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no
4242,40.0,admin.,married,university.degree,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no
4243,,admin.,married,high.school,no,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,999.0,2,no
4244,58.0,retired,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,no
4245,59.0,retired,divorced,,no,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no
4246,37.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no
4247,47.0,management,divorced,university.degree,no,no,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,999.0,0,no
4248,32.0,admin.,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no
4249,32.0,technician,single,,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,yes
4250,54.0,management,married,,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no
4251,,unknown,married,unknown,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no
4252,53.0,retired,divorced,high.school,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no
4253,33.0,services,divorced,,no,yes,no,cellular,nov,,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,3,no
4254,19.0,student,single,basic.9y,no,no,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,999.0,0,no
4255,,entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no
4256,47.0,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4257,39.0,blue-collar,married,basic.9y,no,yes,yes,telephone,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no
4258,58.0,management,married,basic.9y,no,yes,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no
4259,,management,married,high.school,unknown,no,no,cellular,may,mon,5,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999.0,4,no
4260,,entrepreneur,married,university.degree,no,no,no,telephone,may,mon,39,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no
4261,,management,married,high.school,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,no
4262,,entrepreneur,married,,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no
4263,51.0,admin.,divorced,,no,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no
4264,41.0,self-employed,married,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
4265,29.0,student,single,,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no
4266,54.0,housemaid,married,professional.course,no,no,no,telephone,oct,mon,3,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,999.0,2,no
4267,34.0,admin.,married,high.school,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no
4268,47.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no
4269,36.0,blue-collar,married,basic.9y,no,no,yes,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no
4270,,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999.0,3,no
4271,29.0,admin.,single,university.degree,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no
4272,31.0,blue-collar,single,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no
